ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Product Form Factor,Number of glass doors,Number of solid doors,Total Number of Doors,Door Opening Orientation,Number of Internal Ports and/or Access Holes,Number of Drawers or Shelves,Defrost Type,Refrigerant Type,Refrigerant Type Other,Total Volume (cubic feet),Average Test Cabinet  (ºC),Peak Temperature Variance (ºC),Lab Grade Refrigerator or Freezer Energy Consumption (kWh/day),Ultra-Low Temperature Freezer Energy Consumption (kWh/day/cu-ft),Steady State Energy Consumption (kWh/day),Maximum Daily Energy Allowance (kWh/day),Depth (in),Height,Width,Installed Accessories,Date Available on Market,Date Qualified,Markets,ENERGY STAR Model Identifier
2325176,Standex Scientific Solutions,Lab Research Products,LRP-HC-MFP-14,LRP-HC-MFP-14,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,6,Manual,R-290,,11.24,-19.64,7.18,1.9,,1.79,11.01,22.88,72.88,23.75,N/A,07/01/2016,08/30/2018,"United States, Canada",ES_1141452_LRP-HC-MFP-14_08312018181353_9233132
2325177,Standex Scientific Solutions,Nor-Lake Scientific,NSPF141WWW/0MHC,NSPF141WWW/0MHC,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,6,Manual,R-290,,11.24,-19.64,7.18,1.9,,1.79,11.01,22.88,72.88,23.75,N/A,07/01/2016,08/30/2018,"United States, Canada",ES_1141452_NSPF141WWW/0MHC_08312018181327_9207797
2326003,Thermo Fisher Scientific LLC,Fisher Brand,FBG12RPGA,FBG12RPGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Automatic,R-290,-,9.11,4.8,3.52,1.53,,1.41,5.18,23.9,72.3,24,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG12RPGA_09182018004751_1671295
2326004,Thermo Fisher Scientific LLC,Thermo Scientific,TSG12RPGA,TSG12RPGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Automatic,R-290,-,9.11,4.8,3.52,1.53,,1.41,5.18,23.9,72.3,24,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG12RPGA_09182018004832_1712791
2326005,Thermo Fisher Scientific LLC,Fisher Brand,FBG25RPGA,FBG25RPGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Automatic,R-290,-,23.65,3.98,2.32,2.2,,1.97,7.85,28.6,78,27.4,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG25RPGA_09182018005754_2274770
2326006,Thermo Fisher Scientific LLC,Fisher Brand,FBG25RPSA,FBG25RPSA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,23.65,3.98,2.32,2.2,,1.97,7.85,28.6,78,27.4,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG25RPSA_09182018005830_2310417
2326007,Thermo Fisher Scientific LLC,Fisher Brand,FBG25RSGA,FBG25RSGA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,23.65,3.98,2.32,2.2,,1.97,7.85,28.6,78,27.4,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG25RSGA_09182018005910_2350082
2326008,Thermo Fisher Scientific LLC,Fisher Brand,FBG25RSSA,FBG25RSSA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,23.65,3.98,2.32,2.2,,1.97,7.85,28.6,78,27.4,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG25RSSA_09182018005953_2393041
2326009,Thermo Fisher Scientific LLC,Thermo Scientific,TSG25RPGA,TSG25RPGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Automatic,R-290,-,23.65,3.98,2.32,2.2,,1.97,7.85,28.6,78,27.4,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG25RPGA_09182018010028_2428103
2326010,Thermo Fisher Scientific LLC,Thermo Scientific,TSG25RPSA,TSG25RPSA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,23.65,3.98,2.32,2.2,,1.97,7.85,28.6,78,27.4,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG25RPSA_09182018010101_2461738
2326011,Thermo Fisher Scientific LLC,Thermo Scientific,TSG25RSGA,TSG25RSGA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,23.65,3.98,2.32,2.2,,1.97,7.85,28.6,78,27.4,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG25RSGA_09182018010147_2507407
2326012,Thermo Fisher Scientific LLC,Thermo Scientific,TSG25RSSA,TSG25RSSA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,23.65,3.98,2.32,2.2,,1.97,7.85,28.6,78,27.4,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG25RSSA_09182018010222_2542002
2326015,Thermo Fisher Scientific LLC,Fisher Brand,FBG30CPGA,FBG30CPGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,6,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG30CPGA_09182018011643_3403008
2326016,Thermo Fisher Scientific LLC,Fisher Brand,FBG30CSGA,FBG30CSGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,6,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG30CSGA_09182018011716_3436443
2326017,Thermo Fisher Scientific LLC,Fisher Brand,FBG30RPGA,FBG30RPGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG30RPGA_09182018011924_3564879
2326018,Thermo Fisher Scientific LLC,Fisher Brand,FBG30RPSA,FBG30RPSA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG30RPSA_09182018012107_3667357
2326019,Thermo Fisher Scientific LLC,Fisher Brand,FBG30RSGA,FBG30RSGA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG30RSGA_09182018012145_3705498
2326020,Thermo Fisher Scientific LLC,Fisher Brand,FBG30RSSA,FBG30RSSA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG30RSSA_09182018012222_3742730
2326021,Thermo Fisher Scientific LLC,Thermo Scientific,TSG30CPGA,TSG30CPGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,6,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG30CPGA_09182018012754_4074349
2326022,Thermo Fisher Scientific LLC,Thermo Scientific,TSG30CSGA,TSG30CSGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,6,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG30CSGA_09182018013306_4386546
2326023,Thermo Fisher Scientific LLC,Thermo Scientific,TSG30RPGA,TSG30RPGA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG30RPGA_09182018013344_4424768
2326024,Thermo Fisher Scientific LLC,Thermo Scientific,TSG30RPSA,TSG30RPSA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG30RPSA_09182018013427_4467151
2326025,Thermo Fisher Scientific LLC,Thermo Scientific,TSG30RSGA,TSG30RSGA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG30RSGA_09182018013510_4510632
2326026,Thermo Fisher Scientific LLC,Thermo Scientific,TSG30RSSA,TSG30RSSA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,-,26.2,3.85,3.28,2.33,,2.08,8.29,31.75,78,30.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG30RSSA_09182018013544_4544811
2326029,Thermo Fisher Scientific LLC,Fisher Brand,FBG45CPLA,FBG45CPLA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,9,Automatic,R-290,-,45.88,4.93,2.12,3.86,,3.58,11.24,31.63,78.06,52,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG45CPLA_09182018014825_5305285
2326030,Thermo Fisher Scientific LLC,Fisher Brand,FBG45CSLA,FBG45CSLA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,9,Automatic,R-290,-,45.88,4.93,2.12,3.86,,3.58,11.24,31.63,78.06,52,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG45CSLA_09182018014901_5341824
2326031,Thermo Fisher Scientific LLC,Fisher Brand,FBG45RPLA,FBG45RPLA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Automatic,R-290,-,45.88,4.93,2.12,3.86,,3.58,11.24,31.63,78.06,52,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG45RPLA_09182018014935_5375291
2326032,Thermo Fisher Scientific LLC,Fisher Brand,FBG45RSLA,FBG45RSLA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Automatic,R-290,-,45.88,4.93,2.12,3.86,,3.58,11.24,31.63,78.06,52,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG45RSLA_09182018015011_5411746
2326033,Thermo Fisher Scientific LLC,Thermo Scientific,TSG45CPLA,TSG45CPLA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,9,Automatic,R-290,-,45.88,4.93,2.12,3.86,,3.58,11.24,31.63,78.06,52,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG45CPLA_09182018015714_5834124
2326034,Thermo Fisher Scientific LLC,Thermo Scientific,TSG45CSLA,TSG45CSLA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,9,Automatic,R-290,-,45.88,4.93,2.12,3.86,,3.58,11.24,31.63,78.06,52,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG45CSLA_09182018015754_5874865
2326035,Thermo Fisher Scientific LLC,Thermo Scientific,TSG45RPLA,TSG45RPLA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Automatic,R-290,-,45.88,4.93,2.12,3.86,,3.58,11.24,31.63,78.06,52,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG45RPLA_09182018015830_5910330
2326036,Thermo Fisher Scientific LLC,Thermo Scientific,TSG45RSLA,TSG45RSLA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Automatic,R-290,-,45.88,4.93,2.12,3.86,,3.58,11.24,31.63,78.06,52,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG45RSLA_09182018015908_5948073
2326039,Thermo Fisher Scientific LLC,Fisher Brand,FBG49CPGA,FBG49CPGA,,High Performance Refrigerator,Upright,2,0,2,"Left,Swinging,Right",1,9,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG49CPGA_09182018021642_7002425
2326040,Thermo Fisher Scientific LLC,Fisher Brand,FBG49CSGA,FBG49CSGA,,High Performance Refrigerator,Upright,2,0,2,"Left,Swinging,Right",1,9,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG49CSGA_09182018021715_7035597
2326041,Thermo Fisher Scientific LLC,Fisher Brand,FBG49RPGA,FBG49RPGA,,High Performance Refrigerator,Upright,2,0,2,"Left,Swinging,Right",1,8,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG49RPGA_09182018021759_7079424
2326042,Thermo Fisher Scientific LLC,Fisher Brand,FBG49RPSA,FBG49RPSA,,High Performance Refrigerator,Upright,0,2,2,"Left,Swinging,Right",1,8,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG49RPSA_09182018021850_7130820
2326043,Thermo Fisher Scientific LLC,Fisher Brand,FBG49RSGA,FBG49RSGA,,High Performance Refrigerator,Upright,0,2,2,"Left,Swinging,Right",1,8,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG49RSGA_09182018021925_7165866
2326044,Thermo Fisher Scientific LLC,Fisher Brand,FBG49RSSA,FBG49RSSA,,High Performance Refrigerator,Upright,0,2,2,"Left,Swinging,Right",1,8,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG49RSSA_09182018022003_7203837
2326045,Thermo Fisher Scientific LLC,Thermo Scientific,TSG49CPGA,TSG49CPGA,,High Performance Refrigerator,Upright,2,0,2,"Left,Swinging,Right",1,9,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG49CPGA_09182018020800_6480970
2326046,Thermo Fisher Scientific LLC,Thermo Scientific,TSG49CSGA,TSG49CSGA,,High Performance Refrigerator,Upright,2,0,2,"Left,Swinging,Right",1,9,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG49CSGA_09182018020828_6508851
2326047,Thermo Fisher Scientific LLC,Thermo Scientific,TSG49RPGA,TSG49RPGA,,High Performance Refrigerator,Upright,2,0,2,"Left,Swinging,Right",1,8,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG49RPGA_09182018020907_6547942
2326048,Thermo Fisher Scientific LLC,Thermo Scientific,TSG49RPSA,TSG49RPSA,,High Performance Refrigerator,Upright,0,2,2,"Left,Swinging,Right",1,8,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG49RPSA_09182018020944_6584887
2326049,Thermo Fisher Scientific LLC,Thermo Scientific,TSG49RSGA,TSG49RSGA,,High Performance Refrigerator,Upright,0,2,2,"Left,Swinging,Right",1,8,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG49RSGA_09182018021018_6618396
2326050,Thermo Fisher Scientific LLC,Thermo Scientific,TSG49RSSA,TSG49RSSA,,High Performance Refrigerator,Upright,0,2,2,"Left,Swinging,Right",1,8,Automatic,R-290,-,47.75,4.27,2.13,4.23,,3.88,11.47,28.5,78.13,52.19,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG49RSSA_09182018021056_6656198
2326053,Thermo Fisher Scientific LLC,Fisher Brand,FBG72CPGA,FBG72CPGA,,High Performance Refrigerator,Upright,3,0,3,"Left,Swinging,Right",1,13,Automatic,R-290,-,70.68,4.48,3.74,4.92,,4.54,14.34,31.69,78,75.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG72CPGA_09182018022659_7619176
2326054,Thermo Fisher Scientific LLC,Fisher Brand,FBG72CSGA,FBG72CSGA,,High Performance Refrigerator,Upright,3,0,3,"Left,Swinging,Right",1,13,Automatic,R-290,-,70.68,4.48,3.74,4.92,,4.54,14.34,31.69,78,75.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG72CSGA_09182018022741_7661352
2326055,Thermo Fisher Scientific LLC,Fisher Brand,FBG72RPGA,FBG72RPGA,,High Performance Refrigerator,Upright,3,0,3,"Left,Swinging,Right",1,12,Automatic,R-290,-,70.68,4.48,3.74,4.92,,4.54,14.34,31.69,78,75.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG72RPGA_09182018022917_7757076
2326056,Thermo Fisher Scientific LLC,Fisher Brand,FBG72RSGA,FBG72RSGA,,High Performance Refrigerator,Upright,3,0,3,"Left,Swinging,Right",1,12,Automatic,R-290,-,70.68,4.48,3.74,4.92,,4.54,14.34,31.69,78,75.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_FBG72RSGA_09182018022952_7792545
2326057,Thermo Fisher Scientific LLC,Thermo Scientific,TSG72CPGA,TSG72CPGA,,High Performance Refrigerator,Upright,3,0,3,"Left,Swinging,Right",1,13,Automatic,R-290,-,70.68,4.48,3.74,4.92,,4.54,14.34,31.69,78,75.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG72CPGA_09182018023029_7829368
2326058,Thermo Fisher Scientific LLC,Thermo Scientific,TSG72CSGA,TSG72CSGA,,High Performance Refrigerator,Upright,3,0,3,"Left,Swinging,Right",1,13,Automatic,R-290,-,70.68,4.48,3.74,4.92,,4.54,14.34,31.69,78,75.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG72CSGA_09182018023106_7866144
2326059,Thermo Fisher Scientific LLC,Thermo Scientific,TSG72RPGA,TSG72RPGA,,High Performance Refrigerator,Upright,3,0,3,"Left,Swinging,Right",1,12,Automatic,R-290,-,70.68,4.48,3.74,4.92,,4.54,14.34,31.69,78,75.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG72RPGA_09182018023148_7908116
2326060,Thermo Fisher Scientific LLC,Thermo Scientific,TSG72RSGA,TSG72RSGA,,High Performance Refrigerator,Upright,3,0,3,"Left,Swinging,Right",1,12,Automatic,R-290,-,70.68,4.48,3.74,4.92,,4.54,14.34,31.69,78,75.06,None,09/18/2018,09/17/2018,"United States, Canada",ES_1075790_TSG72RSGA_09182018023521_8121603
2326804,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0420-ADA,ABT-HC-UCBI-0420-ADA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 3",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0420-ADA_10022018205756_3876756
2326805,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0420-ADA-LH,ABT-HC-UCBI-0420-ADA-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 4",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0420-ADA-LH_10022018205836_3916803
2326806,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0420-LH,ABT-HC-UCBI-0420-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 2",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0420-LH_10022018205708_3828496
2326807,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0420SS,ABT-HC-UCBI-0420SS,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 5",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0420SS_10022018205918_3958026
2326808,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0420SS-LH,ABT-HC-UCBI-0420SS-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 6",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0420SS-LH_10022018210131_4091102
2326809,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0420-S-P-ADA,HS-HC-UND-F-0420-S-P-ADA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 15",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0420-S-P-ADA_10022018212425_5465380
2326810,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0420-S-P-ADA-LH,HS-HC-UND-F-0420-S-P-ADA-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 16",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0420-S-P-ADA-LH_10022018212536_5536403
2326811,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0420-S-P-LH,HS-HC-UND-F-0420-S-P-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 14",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0420-S-P-LH_10022018212333_5413116
2326812,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0420-SS-P,HS-HC-UND-F-0420-SS-P,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 17",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0420-SS-P_10022018212613_5573623
2326813,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0420-SS-P-LH,HS-HC-UND-F-0420-SS-P-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 18",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0420-SS-P-LH_10022018212649_5609513
2326814,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMB,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 31",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMB_10032018164630_5190312
2326815,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMB-ADA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 33",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMB-ADA_10032018172449_7489996
2326816,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMB-ADA-L,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 34",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMB-ADA-L_10032018172527_7527660
2326817,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMB-L,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 32",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMB-L_10032018172402_7442257
2326818,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMB-PH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 37",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMB-PH_10032018200937_7377255
2326819,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMB-PH-L,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 38",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMB-PH-L_10032018201018_7418725
2326820,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMBPH-ADA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 39",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMBPH-ADA_10032018201135_7495280
2326821,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMBPH-ADA-L,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 40",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMBPH-ADA-L_10032018201219_7539934
2326822,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMBSS,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 35",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMBSS_10032018172611_7571176
2326823,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-UFMBSS-L,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 36",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-UFMBSS-L_10032018200852_7332245
