ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Product Form Factor,Number of glass doors,Number of solid doors,Total Number of Doors,Door Opening Orientation,Number of Internal Ports and/or Access Holes,Number of Drawers or Shelves,Defrost Type,Refrigerant Type,Refrigerant Type Other,Total Volume (cubic feet),Average Test Cabinet  (ºC),Peak Temperature Variance (ºC),Lab Grade Refrigerator or Freezer Energy Consumption (kWh/day),Ultra-Low Temperature Freezer Energy Consumption (kWh/day/cu-ft),Steady State Energy Consumption (kWh/day),Maximum Daily Energy Allowance (kWh/day),Depth (in),Height,Width,Installed Accessories,Date Available on Market,Date Qualified,Markets,ENERGY STAR Model Identifier
2327396,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URB-PH-L,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 123",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URB-PH-L_10112018202633_9593833
2327397,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBG,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 116",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBG_10112018202110_9270415
2327398,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBG-ADA,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 118",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBG-ADA_10112018202335_9415166
2327399,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBG-ADA-L,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 119",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBG-ADA-L_10112018202414_9454755
2327400,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBG-L,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 117",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBG-L_10112018202222_9342907
2327401,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBG-PH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 124",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBG-PH_10112018202717_9637231
2327402,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBSS,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 120",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBSS_10112018202450_9490609
2327403,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBSS-L,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 121",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBSS-L_10112018202525_9525694
2327439,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBG-PH-L,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 125",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBG-PH-L_10122018013025_7825688
2327440,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBGPH-ADA,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 126",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBGPH-ADA_10122018013121_7881179
2327441,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBGPH-ADA-L,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 127",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBGPH-ADA-L_10122018013202_7922281
2327442,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBSS-PH,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 128",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBSS-PH_10122018013546_8146778
2333433,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L829BPT(60Hz),DW-86L829BPT(60Hz),",,60Hz",Ultra-Low Temperature Freezer,Upright,0,1,1,Left,4,3,Manual,R-290,R170,29.27,,13.7,,0.32,,,39.29,77.95,45.08,N/A,12/25/2018,01/07/2019,United States,ES_1141959_DW-86L829BPT(60Hz)_01072019075514_7714443
2327443,Standex Scientific Solutions,"LabRepCo, LLC",Silver Series,LHP-5-URBSS-PH-L,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 129",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LHP-5-URBSS-PH-L_10122018013624_8184541
2327444,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051WWG/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 132",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051WWG/0_10122018013854_8334197
2327445,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051WWGADA/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 134",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051WWGADA/0_10122018014121_8481721
2327446,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051WWGLH/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 133",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051WWGLH/0_10122018013957_8397925
2327447,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051WWW/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 130",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051WWW/0_10122018013723_8243623
2327448,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051WWWLH/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 131",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051WWWLH/0_10122018013807_8287757
2327452,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051SSS/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 138",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051SSS/0_10122018132307_0587006
2327453,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051SSSLH/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 139",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051SSSLH/0_10122018132420_0660668
2327454,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051WWGADALH/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 135",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051WWGADALH/0_10122018131654_0214862
2327455,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051WWWADA/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 136",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051WWWADA/0_10122018132010_0410434
2327456,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PR051WWWADALH/0,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 137",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PR051WWWADALH/0_10122018132133_0493234
2330004,Helmer Scientific,Helmer Scientific,HLR113-GX,HLR113-GX,",HBR113-GX,; ,HPR113-GX,",High Performance Refrigerator,Upright,1,0,1,Swinging,0,3,Automatic,R-600a,,12.25,4.57,2.33,2.47,,2.4,5.02,27,70.25,24.25,NA,11/05/2018,11/19/2018,"United States, Canada",ES_1133831_HLR113-GX_11092018142400_7733880
2330006,Helmer Scientific,Helmer Scientific,ILR113-GX,ILR113-GX,",IBR113-GX,; ,IPR113-GX,",High Performance Refrigerator,Upright,1,0,1,Swinging,0,3,Automatic,R-600a,,12.25,4.44,3.11,2.69,,2.61,5.02,27,70.25,24.25,NA,10/31/2018,11/19/2018,"United States, Canada",ES_1133831_ILR113-GX_11092018134722_9860650
2330137,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L959BP (50Hz),DW-86L959BP (50Hz),",,50Hz",Ultra-Low Temperature Freezer,Upright,0,1,1,Left,4,3,Manual,R-290,R170,33.9,,17.9,,0.35,,,39.29,77.95,51.02,N/A,11/22/2018,11/22/2018,United States,ES_1141959_DW-86L959BP (50Hz)_11222018030347_5827812
2330138,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L959BP (60Hz),DW-86L959BP (60Hz),",,60Hz",Ultra-Low Temperature Freezer,Upright,0,1,1,Left,4,3,Manual,R-290,R170,33.9,,18.3,,0.35,,,39.29,77.95,51.02,N/A,11/22/2018,11/22/2018,United States,ES_1141959_DW-86L959BP (60Hz)_11222018030447_5887509
2330139,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L959BPT (50Hz),DW-86L959BPT (50Hz),",,50Hz",Ultra-Low Temperature Freezer,Upright,0,1,1,Left,4,3,Manual,R-290,R170,33.9,,17.9,,0.35,,,39.29,77.95,51.02,N/A,11/22/2018,11/22/2018,United States,ES_1141959_DW-86L959BPT (50Hz)_11222018030326_5806063
2330140,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L959BPT (60Hz),DW-86L959BPT (60Hz),",,60Hz",Ultra-Low Temperature Freezer,Upright,0,1,1,Left,4,3,Manual,R-290,R170,33.9,,18.3,,0.35,,,39.29,77.95,51.02,N/A,11/22/2018,11/22/2018,United States,ES_1141959_DW-86L959BPT (60Hz)_11222018030410_5850400
2330320,PHC Corporation of North America,PHCbi,MDF-DU702VHA-PA,MDF-DU702VHA-PA,,Ultra-Low Temperature Freezer,Upright,0,3,3,Swinging,1,3,Manual,Other,"R-170, R-290",25.93,,23.29,,0.29,,,36.5,78.38,40.63,None,12/14/2018,11/28/2018,"United States, Canada",ES_1139382_MDF-DU702VHA-PA_11282018200436_5476959
2330321,PHC Corporation of North America,PHCbi,MDF-DU502VHA-PA,MDF-DU502VHA-PA,,Ultra-Low Temperature Freezer,Upright,0,3,3,Swinging,1,3,Manual,Other,"R-170, R-290",18.78,,15.72,,0.37,,,36.5,78.5,31.13,None,12/14/2018,11/28/2018,"United States, Canada",ES_1139382_MDF-DU502VHA-PA_11282018201333_6013823
2330590,Helmer Scientific,Helmer Scientific,ILR105-GX,ILR105-GX,",IBR105-GX,; ,IPR105-GX,",High Performance Refrigerator,Upright,1,0,1,Swinging,1,2,Automatic,R-600a,,4.67,3.11,1.56,1.37,,1.33,4.36,27,33.75,23,NA,11/06/2018,12/03/2018,"United States, Canada",ES_1133831_ILR105-GX_11282018084826_8215448
2330591,Helmer Scientific,Helmer Scientific,HLR105-GX,HLR105-GX,",HBR105-GX,; ,HPR105-GX,",High Performance Refrigerator,Upright,1,0,1,Swinging,1,2,Automatic,R-600a,,4.67,3.33,2.06,1.2,,1.16,4.36,27,33.75,23,NA,11/06/2018,12/03/2018,"United States, Canada",ES_1133831_HLR105-GX_12032018115158_2413446
2330704,Standex Scientific Solutions,American BioTech Supply,ABT-19-WAL1,ABT-19-WAL1,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 13",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-19-WAL1_12032018155233_2353757
2330705,Standex Scientific Solutions,American BioTech Supply,ABT-HC-19,ABT-HC-19,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 9",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-19_12032018154158_1718394
2330706,Standex Scientific Solutions,American BioTech Supply,ABT-HC-19-LH,ABT-HC-19-LH,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 10",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-19-LH_12032018154242_1762668
2330707,Standex Scientific Solutions,American BioTech Supply,ABT-HC-19-TS,ABT-HC-19-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 7",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-19-TS_12032018151827_0307602
2330708,Standex Scientific Solutions,American BioTech Supply,ABT-HC-19-TS-LH,ABT-HC-19-TS-LH,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 8",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-19-TS-LH_12032018154025_1625710
2330709,Standex Scientific Solutions,American BioTech Supply,ABT-HC-19C,ABT-HC-19C,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 12",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-19C_12032018155151_2311013
2330710,Standex Scientific Solutions,American BioTech Supply,ABT-HC-19C-TS,ABT-HC-19C-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 11",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-19C-TS_12032018154328_1808092
2330711,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-19-G-P,HS-HC-CHR-R-19-G-P,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 6",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-19-G-P_12032018150755_9675287
2330712,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-19-G-TS,HS-HC-CHR-R-19-G-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 5",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-19-G-TS_12032018150713_9633410
2330713,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-19-G-P,HS-HC-LAB-R-19-G-P,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 3",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-19-G-P_12032018143127_7487917
2330714,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-19-G-P-LH,HS-HC-LAB-R-19-G-P-LH,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 4",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-19-G-P-LH_12032018143220_7540821
2330715,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-19-G-TS,HS-HC-LAB-R-19-G-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 1",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-19-G-TS_12032018141323_6403496
2330716,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-19-G-TS-LH,HS-HC-LAB-R-19-G-TS-LH,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 2",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-19-G-TS-LH_12032018142949_7389705
2330717,Standex Scientific Solutions,"LabRepCo, LLC",LHE-19-HG,LHE-19-HG,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 22",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-19-HG_12032018170729_6849128
2330718,Standex Scientific Solutions,"LabRepCo, LLC",LHE-19-HG-L,LHE-19-HG-L,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 23",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-19-HG-L_12032018170807_6887718
2330719,Standex Scientific Solutions,"LabRepCo, LLC",LHE-19-HGC,LHE-19-HGC,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 25",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-19-HGC_12032018170943_6983982
2330720,Standex Scientific Solutions,"LabRepCo, LLC",LHT-19-HG,LHT-19-HG,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 20",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-19-HG_12032018170404_6644627
2330721,Standex Scientific Solutions,"LabRepCo, LLC",LHT-19-HG-L,LHT-19-HG-L,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 21",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-19-HG-L_12032018170637_6797394
2330722,Standex Scientific Solutions,"LabRepCo, LLC",LHT-19-HGC,LHT-19-HGC,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 24",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-19-HGC_12032018170855_6935114
2330723,Standex Scientific Solutions,Lab Research Products,LRP-HC-19,LRP-HC-19,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 16",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-19_12032018155802_2682550
2330724,Standex Scientific Solutions,Lab Research Products,LRP-HC-19-LH,LRP-HC-19-LH,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 17",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-19-LH_12032018160214_2934527
2330725,Standex Scientific Solutions,Lab Research Products,LRP-HC-19-TS,LRP-HC-19-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 14",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-19-TS_12032018155619_2579370
2330726,Standex Scientific Solutions,Lab Research Products,LRP-HC-19-TS-LH,LRP-HC-19-TS-LH,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 15",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-19-TS-LH_12032018155658_2618467
2330727,Standex Scientific Solutions,Lab Research Products,LRP-HC-19C,LRP-HC-19C,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 19",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-19C_12032018170324_6604383
2330728,Standex Scientific Solutions,Lab Research Products,LRP-HC-19C-TS,LRP-HC-19C-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,16.55,4.28,3.02,2.14,,1.96,6.55,24.63,78.75,27,"Door Lock, Temperature Monitor, 18",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-19C-TS_12032018160514_3114059
2330740,Standex Scientific Solutions,American BioTech Supply,ABT-26-WAL1,ABT-26-WAL1,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 34",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-26-WAL1_12052018142256_9776913
2330741,Standex Scientific Solutions,American BioTech Supply,ABT-HC-26,ABT-HC-26,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 31",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-26_12052018141959_9599394
2330742,Standex Scientific Solutions,American BioTech Supply,ABT-HC-26-TS,ABT-HC-26-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 30",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-26-TS_12052018141915_9555295
2330743,Standex Scientific Solutions,American BioTech Supply,ABT-HC-26C,ABT-HC-26C,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 33",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-26C_12052018142212_9732204
2330744,Standex Scientific Solutions,American BioTech Supply,ABT-HC-26C-TS,ABT-HC-26C-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 32",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-26C-TS_12052018142111_9671438
2330745,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-26-G-TS,HS-HC-CHR-R-26-G-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 28",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-26-G-TS_12042018220145_0905841
2330746,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-26-G-P,HS-HC-LAB-R-26-G-P,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 27",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-26-G-P_12042018220104_0864219
2330747,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-26-G-TS,HS-HC-LAB-R-26-G-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 26",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-26-G-TS_12042018215356_0436940
2330748,Standex Scientific Solutions,"LabRepCo, LLC",LHE-26-HG,LHE-26-HG,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 40",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-26-HG_12052018143222_0342640
