ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Fuel Type,Vent Type,Storage Volume (gallons),Tank Height (in.),Height to Vent (in.),Tank Diameter (in.),Vent Size (in.),Vent Size 2 (in.),Max Heat Output (kBtu/hr),Input Rate  - Gas-fired (kBtu/hr),Thermal Efficiency (TE),Standby Loss (Btu/hr),Electric Input - Electric Heat Pump (kW),Coefficient of Performance (COPh),Optional Status and Messaging Features,Date Available On Market,Date Certified,Markets,CB Model Identifier
2327682,A.O. Smith Corporation,State,SUF 119 300NE 300,SUF 119 300NE 200,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,288,300,0.96,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_SUF 119 300NE 200_10122018172501_5940348
2327683,A.O. Smith Corporation,A. O. Smith,HCG3-60T120-3P 301,BTH 500 300,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,119,41.8,11,24,3,4,479.904,499.9,0.96,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_BTH 500 300_10122018172557_1161421
2327684,A.O. Smith Corporation,A. O. Smith,AHCG3-60T120-3P 301,BTH 500 301,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,119,41.8,11,24,3,4,474.905,499.9,0.95,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_BTH 500 301_10122018172600_4792898
2327685,A.O. Smith Corporation,American,HCG3-119T-500-3N 300,HCG3-119T500-3N 300,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,119,63.5,12,30,4,6,479.904,499.9,0.96,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_HCG3-119T500-3N 300_10122018172602_5949141
2327686,A.O. Smith Corporation,American,AHCG3-119T-500-3N 300,AHCG3-119T500-3N 300,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,119,63.5,12,30,4,6,479.904,499.9,0.96,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_AHCG3-119T500-3N 300_10122018172605_3168669
2327687,A.O. Smith Corporation,State,SUF 119 500 NE 300,SUF 119 500NE 300,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,119,63.5,12,30,4,6,479.904,499.9,0.96,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_SUF 119 500NE 300_10122018172608_2373064
2327688,A.O. Smith Corporation,State,SUF 119 500 NEA 300,SUF 119 500NEA 300,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,119,63.5,12,30,4,6,479.904,499.9,0.96,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_SUF 119 500NEA 300_10122018172610_6593969
2327689,A.O. Smith Corporation,American,HCG3-119T-500-3P 301,HCG3-119T500-3P 301,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,119,63.5,12,30,4,6,474.905,499.9,0.95,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_HCG3-119T500-3P 301_10122018172613_7193804
2327690,A.O. Smith Corporation,American,AHCG3-119T-500-3P 301,AHCG3-119T500-3P 301,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,119,63.5,12,30,4,6,474.905,499.9,0.95,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_AHCG3-119T500-3P 301_10122018172616_7477994
2327691,A.O. Smith Corporation,State,SUF 119 500 PE 301,SUF 119 500PE 301,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,119,63.5,12,30,4,6,474.905,499.9,0.95,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_SUF 119 500PE 301_10122018172619_8634237
2327692,A.O. Smith Corporation,State,SUF 119 500 PEA 301,SUF 119 500PEA 301,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,119,63.5,12,30,4,6,474.905,499.9,0.95,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_SUF 119 500PEA 301_10122018172621_5886785
2327693,A.O. Smith Corporation,A. O. Smith,BTH 300 300,BTH 300 200,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,288,300,0.96,1200,,,,05/09/2014,12/12/2018,"United States, Canada",ES_92897_BTH 300 200_10122018172647_2454990
2327694,A.O. Smith Corporation,A. O. Smith,BTH 150 300,BTH 150 200,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,147,150,0.98,1000,,,,05/09/2014,12/12/2018,"United States, Canada",ES_92897_BTH 150 200_10122018172822_2948439
2327485,A.O. Smith Corporation,American,HCG3-119T-400-3N 300,HCG3-119T400-3N 300,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,379.905,399.9,0.95,1200,,,,05/09/2014,12/11/2018,United States,ES_92897_HCG3-119T400-3N 300_10122018160840_4249191
2327486,A.O. Smith Corporation,State,SUF 119 300 NEA 300,SUF 119 300NEA 300,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,288,300,0.96,1200,,,,05/09/2014,12/11/2018,United States,ES_92897_SUF 119 300NEA 300_10122018160946_7116147
2327487,A.O. Smith Corporation,State,SUF 119 300 NE 300,SUF 119 300NE 300,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,288,300,0.96,1200,,,,05/09/2014,12/11/2018,United States,ES_92897_SUF 119 300NE 300_10122018161042_4910409
2327488,A.O. Smith Corporation,American,AHCG3-119T-300-3N 300,AHCG3-119T300-3N 300,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,288,300,0.96,1200,,,,05/09/2014,12/11/2018,United States,ES_92897_AHCG3-119T300-3N 300_10122018161147_2094980
2327489,A.O. Smith Corporation,American,HCG3-119T-300-3N 300,HCG3-119T300-3N 300,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,288,300,0.96,1200,,,,05/09/2014,12/20/2018,United States,ES_92897_HCG3-119T300-3N 300_10122018161235_8405381
2327490,A.O. Smith Corporation,State,SUF 100 250 NEA 300,SUF 100 250NEA 300,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,240,250,0.96,816,,,,05/09/2014,12/10/2018,United States,ES_92897_SUF 100 250NEA 300_10122018161322_5238388
2327491,A.O. Smith Corporation,State,SUF 100 250 NE 300,SUF 100 250NE 300,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,240,250,0.96,816,,,,05/09/2014,12/10/2018,United States,ES_92897_SUF 100 250NE 300_10122018161447_1423294
2327492,A.O. Smith Corporation,State,SUF 100 199 NEA 300,SUF 100 199NEA 300,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,193.903,199.9,0.97,1000,,,,05/09/2014,12/10/2018,United States,ES_92897_SUF 100 199NEA 300_10122018161534_6478394
2327493,A.O. Smith Corporation,State,SUF 100 199 NE 300,SUF 100 199NE 300,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,193.903,199.9,0.97,1000,,,,05/09/2014,12/10/2018,United States,ES_92897_SUF 100 199NE 300_10122018161638_7251015
2327494,A.O. Smith Corporation,RELIANCE WATER HEATERS,RUF 100 199 NEA 300,RUF 100 199NEA 300,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,193.903,199.9,0.97,1000,,,,05/09/2014,12/10/2018,United States,ES_92897_RUF 100 199NEA 300_10122018161733_0825156
2327495,A.O. Smith Corporation,RELIANCE WATER HEATERS,RUF 100 199 NE 300,RUF 100 199NE300,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,193.903,199.9,0.97,1000,,,,05/09/2014,12/10/2018,United States,ES_92897_RUF 100 199NE300_10122018161820_1246212
2327496,A.O. Smith Corporation,American,BTH 500A 300,AHCG3-100T199-3N 300,,Gas Storage,Gas,Power Direct Vent,100,63.5,12,30,4,6,193.903,199.9,0.97,1000,,,,05/09/2014,12/10/2018,United States,ES_92897_AHCG3-100T199-3N 300_10122018161920_3959490
2327497,A.O. Smith Corporation,American,BTH 500 200,HCG3-100T199-3N 300,,Gas Storage,Gas,Power Direct Vent,100,63.5,12,30,4,6,193.903,199.9,0.97,1000,,,,05/09/2014,12/10/2018,"United States, Canada",ES_92897_HCG3-100T199-3N 300_10122018162127_6409022
2327498,A.O. Smith Corporation,American,BTH 400 200,HCG3-100T150-3N 300,,Gas Storage,Gas,Power Direct Vent,100,63.5,12,30,4,6,144,150,0.96,1000,,,,05/09/2014,12/10/2018,"United States, Canada",ES_92897_HCG3-100T150-3N 300_10122018162239_6234018
2327499,A.O. Smith Corporation,State,BTH 300 200,SUF 100 150NEA 300,,Gas Storage,Gas,Power Direct Vent,100,63.5,12,30,4,6,144,150,0.96,1000,,,,05/09/2014,12/10/2018,"United States, Canada",ES_92897_SUF 100 150NEA 300_10122018162257_6891280
2327500,A.O. Smith Corporation,State,BTH 400A 301,SUF 100 150NE 300,,Gas Storage,Gas,Power Direct Vent,100,63.5,12,30,4,6,144,150,0.96,1000,,,,05/09/2014,12/10/2018,United States,ES_92897_SUF 100 150NE 300_10122018162410_1274334
2327501,Rinnai America Corporation,Rinnai,C199i,REU-KBD3237FFUDC-US,,Gas Tankless,"Propane,Gas",Direct Vent,0,,,,3,,191.04,199,0.96,,,,,07/01/2015,11/05/2018,"United States, Canada",ES_97439_REU-KBD3237FFUDC-US_10122018162421_3119154
2327502,A.O. Smith Corporation,American,BTH 400A 300,AHCG3-100T150-3N 300,,Gas Storage,Gas,Power Direct Vent,100,63.5,12,30,4,6,144,150,0.96,1000,,,,05/09/2014,12/10/2018,United States,ES_92897_AHCG3-100T150-3N 300_10122018162457_7758675
2327503,A.O. Smith Corporation,State,BTH 250A 300,SUF 60 120NEA 300,,Gas Storage,Gas,Power Direct Vent,60,62.9,11,24,3,4,114,120,0.95,800,,,,05/09/2014,12/10/2018,"United States, Canada",ES_92897_SUF 60 120NEA 300_10122018162619_9580973
2327506,Rinnai America Corporation,Rinnai,C199e,REU-KB3237WDC-US,,Gas Tankless,"Propane,Gas",Direct Vent,0,,,,0,,191.04,199,0.96,,,,,07/01/2015,11/05/2018,"United States, Canada",ES_97439_REU-KB3237WDC-US_10122018162817_5257457
2327507,A.O. Smith Corporation,State,BTH 250 200,SUF 60 120NE 300,,Gas Storage,Gas,Power Direct Vent,60,62.9,11,24,3,4,114,120,0.95,800,,,,05/09/2014,12/10/2018,"United States, Canada",ES_92897_SUF 60 120NE 300_10122018162824_9795249
2327508,A.O. Smith Corporation,American,Polaris,PC 50 199 N 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 50 199 N 200_10122018162923_5364664
2327509,A.O. Smith Corporation,State,Polaris,SPC 50 199 NE 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_SPC 50 199 NE 200_10122018163058_0144276
2327510,A.O. Smith Corporation,A. O. Smith,Polaris,BTS 199 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_BTS 199 200_10122018163153_5146875
2327511,A.O. Smith Corporation,American,Polaris,PGC3 50 199 3NV 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_PGC3 50 199 3NV 200_10122018163302_7882534
2327512,A.O. Smith Corporation,American,Polaris,PR 50 199 N 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,12/10/2018,Canada,ES_92897_PR 50 199 N 200_10122018163418_6279531
2327513,A.O. Smith Corporation,State,Polaris,GHX 50 199 N 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_GHX 50 199 N 200_10122018163607_8999945
2327514,A.O. Smith Corporation,A. O. Smith,Polaris,GTP 199 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_GTP 199 200_10122018163704_4842360
2327515,A.O. Smith Corporation,American,Polaris,PC 50 175 N 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 50 175 N 200_10122018163800_7096724
2327516,A.O. Smith Corporation,State,Polaris,SPC 50 175 NE 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_SPC 50 175 NE 200_10122018163851_2960185
2327517,A.O. Smith Corporation,A. O. Smith,Polaris,BTS 175 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_BTS 175 200_10122018163938_8364732
2327518,A.O. Smith Corporation,American,Polaris,PGC3 50 175 3NV 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_PGC3 50 175 3NV 200_10122018164031_8066631
2327519,A.O. Smith Corporation,American,Polaris,PR 50 175 N 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,Canada,ES_92897_PR 50 175 N 200_10122018164135_9220936
2327520,A.O. Smith Corporation,State,Polaris,GHX 50 175 N 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_GHX 50 175 N 200_10122018164217_3011110
2327521,A.O. Smith Corporation,A. O. Smith,Polaris,GTP 175 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_GTP 175 200_10122018164303_6180401
2327522,A.O. Smith Corporation,American,Polaris,PC 50 150 N 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 50 150 N 200_10122018164406_9668238
2327523,A.O. Smith Corporation,State,Polaris,SPC 50 150 NE 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,12/10/2018,United States,ES_92897_SPC 50 150 NE 200_10122018164459_5400403
2327524,A.O. Smith Corporation,A. O. Smith,Polaris,BTS 150 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_BTS 150 200_10122018164545_6236163
2327525,A.O. Smith Corporation,American,Polaris,PGC3 50 150 2NV 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,12/10/2018,United States,ES_92897_PGC3 50 150 2NV 200_10122018164628_6646029
2327526,HTP Comfort Solutions LLC,HTP,Phoenix,PH130-55,,Gas Storage,"Propane,Gas",Direct Vent,55,52,5.2,23,2,,122.2,130,0.94,596,,,,08/20/2007,10/12/2018,"United States, Canada",ES_29975_PH130-55_10122018164710_6542455
2327527,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater,WGC055**130,,Gas Storage,"Propane,Gas",Power Direct Vent,55,52,5.2,23,2,,122.2,130,0.94,596,,,,08/20/2007,10/12/2018,"United States, Canada",ES_29975_WGC055**130_10122018164712_2748227
2327528,A.O. Smith Corporation,State,Polaris,GHX 50 150 N 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,12/10/2018,United States,ES_92897_GHX 50 150 N 200_10122018164726_3851647
2327529,A.O. Smith Corporation,A. O. Smith,Polaris,GTP 150 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_GTP 150 200_10122018164858_7648956
2327530,A.O. Smith Corporation,American,Polaris,PC 50 130 N 200,,Gas Storage,Gas,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 50 130 N 200_10122018165030_1413246
2327531,A.O. Smith Corporation,State,Polaris,SPC 50 130 NE 200,,Gas Storage,Gas,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,12/10/2018,United States,ES_92897_SPC 50 130 NE 200_10122018165117_4549517
2327532,A.O. Smith Corporation,A. O. Smith,Polaris,BTS 130 200,,Gas Storage,Gas,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_BTS 130 200_10122018165223_5431606
2327533,A.O. Smith Corporation,American,Polaris,PGC3 50 130 2NV 200,,Gas Storage,Gas,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,12/10/2018,United States,ES_92897_PGC3 50 130 2NV 200_10122018165319_2560776
2327534,A.O. Smith Corporation,State,Polaris,GHX 50 130 N 200,,Gas Storage,Gas,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,12/10/2018,United States,ES_92897_GHX 50 130 N 200_10122018165418_3463128
2327535,Bradford White Corporation,Bradford White,EF60T125E*X*2,EF60T125E*X*2,,Gas Storage,Propane,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,04/01/2013,12/12/2018,"United States, Canada",ES_92896_EF60T125E*X*2_10122018165421_3747318
2327536,Bradford White Corporation,Bradford White,EF60T125E*N*2,EF60T125E*N*2,,Gas Storage,Gas,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,04/01/2013,12/12/2018,"United States, Canada",ES_92896_EF60T125E*N*2_10122018165423_8283867
2327537,A.O. Smith Corporation,American,Polaris,PC 34 130 N 200,,Gas Storage,Gas,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 34 130 N 200_10122018165516_8160490
2327538,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 130 200,,Gas Storage,Gas,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_BSS 130 200_10122018165559_5887378
2327539,A.O. Smith Corporation,American,Polaris,PR 34 130 N 200,,Gas Storage,Gas,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,Canada,ES_92897_PR 34 130 N 200_10122018165701_3170226
2327540,HTP Comfort Solutions LLC,HTP,Phoenix,PH199-80,,Gas Storage,"Propane,Gas",Power Direct Vent,80,72,7.5,23,3,,189.05,199,0.95,495,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_PH199-80_10122018165748_2686211
2327541,HTP Comfort Solutions LLC,HTP,Phoenix Multi-Fit,PHM199-80,,Gas Storage,"Propane,Gas",Direct Vent,80,55,18.2,27,3,,191.04,199,0.96,426,,,,12/10/2014,12/12/2018,"United States, Canada",ES_29975_PHM199-80_10122018165751_4922248
2327542,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater,WGC080**199,,Gas Storage,"Propane,Gas",Power Direct Vent,80,72,7.5,23,3,,189.05,199,0.95,495,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_WGC080**199_10122018165753_4475308
2327543,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 130 200,,Gas Storage,Gas,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_GSP 130 200_10122018165754_4650031
2327544,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater Multi-Fit,WGCM080**199,,Gas Storage,"Propane,Gas",Power Direct Vent,80,55,18.2,27,3,,191.04,199,0.96,426,,,,12/10/2014,12/12/2018,"United States, Canada",ES_29975_WGCM080**199_10122018165756_8172825
2327545,A.O. Smith Corporation,American,Polaris,PG10 50 175 3NV 200,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_PG10 50 175 3NV 200_10122018165910_0571794
2327546,A.O. Smith Corporation,American,Polaris,PG10 50 175 3PV 201,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_PG10 50 175 3PV 201_10122018165913_1520293
2327547,A.O. Smith Corporation,A. O. Smith,Polaris,GTP 175 201,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_GTP 175 201_10122018165915_7693045
2327548,A.O. Smith Corporation,State,Polaris,GHX 50 175 P 201,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_GHX 50 175 P 201_10122018165918_9405695
2327549,A.O. Smith Corporation,American,Polaris,PR 50 175 P 201,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,Canada,ES_92897_PR 50 175 P 201_10122018165920_8435366
2327550,A.O. Smith Corporation,American,Polaris,PGC3 50 175 3PV 201,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,12/10/2018,United States,ES_92897_PGC3 50 175 3PV 201_10122018165922_6036579
