ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Fuel Type,Vent Type,Storage Volume (gallons),Tank Height (in.),Height to Vent (in.),Tank Diameter (in.),Vent Size (in.),Vent Size 2 (in.),Max Heat Output (kBtu/hr),Input Rate  - Gas-fired (kBtu/hr),Thermal Efficiency (TE),Standby Loss (Btu/hr),Electric Input - Electric Heat Pump (kW),Coefficient of Performance (COPh),Optional Status and Messaging Features,Date Available On Market,Date Certified,Markets,CB Model Identifier
2327844,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH1250(N,L)",,Gas Tankless,"Propane,Gas",Direct Vent,12,,,,8,6,1225,1250,0.98,,,,,02/19/2018,12/12/2018,"United States, Canada","ES_1028919_AWH1250(N,L)_10122018184255_2170675"
2327845,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH1500(N,L)",,Gas Tankless,"Propane,Gas",Direct Vent,14,,,,8,6,1470,1500,0.98,,,,,02/19/2018,12/12/2018,"United States, Canada","ES_1028919_AWH1500(N,L)_10122018184257_3152194"
2327846,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH2000(N,L)",,Gas Tankless,"Propane,Gas",Direct Vent,18,,,,8,,1959.902,1999.9,0.98,,,,,02/19/2018,12/12/2018,"United States, Canada","ES_1028919_AWH2000(N,L)_10122018184300_3228641"
2327847,HTP Comfort Solutions LLC,HTP,Phoenix,PH199-119,,Gas Storage,"Propane,Gas",Power Direct Vent,119,74,9.3,27,3,,191.04,199,0.96,719,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_PH199-119_10122018184300_3054700
2327848,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH3000(N,L)",,Gas Tankless,"Propane,Gas",Direct Vent,29,,,,10,,2940,3000,0.98,,,,,02/19/2018,12/12/2018,"United States, Canada","ES_1028919_AWH3000(N,L)_10122018184302_8005953"
2327849,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater,WGC119**199,,Gas Storage,"Propane,Gas",Power Direct Vent,119,74,9.3,27,3,,191.04,199,0.96,719,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_WGC119**199_10122018184304_5781106
2327850,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH4000(N,L)",,Gas Tankless,"Propane,Gas",Direct Vent,46,,,,12,,3920,4000,0.98,,,,,02/19/2018,12/12/2018,"United States, Canada","ES_1028919_AWH4000(N,L)_10122018184306_4287390"
2327851,HTP Comfort Solutions LLC,HTP,Phoenix,PH160-119,,Gas Storage,"Propane,Gas",Power Direct Vent,119,74,9.3,27,3,,153.6,160,0.96,621,,,,03/25/2011,12/12/2018,"United States, Canada",ES_29975_PH160-119_10122018184439_1989177
2327852,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater,WGC119**160,,Gas Storage,"Propane,Gas",Power Direct Vent,119,74,9.3,27,3,,153.6,160,0.96,621,,,,03/25/2011,12/12/2018,"United States, Canada",ES_29975_WGC119**160_10122018184441_6002338
2327854,HTP Comfort Solutions LLC,HTP,Phoenix,PH160-55,,Gas Storage,"Propane,Gas",Power Direct Vent,55,52,5.2,23,3,,152,160,0.95,596,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_PH160-55_10122018184534_0895471
2327855,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater,WGC055**160,,Gas Storage,"Propane,Gas",Power Direct Vent,55,52,5.2,23,3,,152,160,0.95,596,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_WGC055**160_10122018184536_2084733
2327856,HTP Comfort Solutions LLC,HTP,Phoenix,PH199-55,,Gas Storage,"Propane,Gas",Power Direct Vent,55,52,5.2,23,3,,189.05,199,0.95,409,,,,08/20/2007,10/12/2018,"United States, Canada",ES_29975_PH199-55_10122018184558_0495641
2327857,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater,WGC055**199,,Gas Storage,"Propane,Gas",Power Direct Vent,55,52,5.2,23,3,,189.05,199,0.95,409,,,,08/20/2007,10/12/2018,"United States, Canada",ES_29975_WGC055**199_10122018184600_2556955
2328130,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-300,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SU-300_10192018200409_4207838
2328279,"Lochinvar, LLC",A. O. Smith,XP Plus,"PWH1250(N,L)(P)(-CAN)",,Gas Tankless,"Propane,Gas",Direct Vent,12,,,,8,6,1225,1250,0.98,,,,,08/22/2018,10/24/2018,"United States, Canada","ES_1028919_PWH1250(N,L)(P)(-CAN)_10242018153851_8665676"
2328280,"Lochinvar, LLC",A. O. Smith,XP Plus,"PWH1500(N,L)(P)(-CAN)",,Gas Tankless,"Propane,Gas",Direct Vent,14,,,,8,6,1470,1500,0.98,,,,,08/22/2018,10/24/2018,"United States, Canada","ES_1028919_PWH1500(N,L)(P)(-CAN)_10242018153856_9549702"
2328281,"Lochinvar, LLC",A. O. Smith,XP Plus,"PWH2000(N,L)(P)(-CAN)",,Gas Tankless,"Propane,Gas",Direct Vent,18,,,,8,,1959.902,1999.9,0.98,,,,,08/22/2018,10/24/2018,"United States, Canada","ES_1028919_PWH2000(N,L)(P)(-CAN)_10242018153859_7849025"
2328282,"Lochinvar, LLC",A. O. Smith,XP Plus,"PWH3000(N,L)(P)(-CAN)",,Gas Tankless,"Propane,Gas",Direct Vent,29,,,,10,,2940,3000,0.98,,,,,08/22/2018,10/24/2018,"United States, Canada","ES_1028919_PWH3000(N,L)(P)(-CAN)_10242018153902_5101573"
2328283,"Lochinvar, LLC",A. O. Smith,XP Plus,"PWH4000(N,L)(P)(-CAN)",,Gas Tankless,"Propane,Gas",Direct Vent,46,,,,12,,3920,4000,0.98,,,,,08/22/2018,10/24/2018,"United States, Canada","ES_1028919_PWH4000(N,L)(P)(-CAN)_10242018153905_9256438"
2328284,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)701",,Gas Tankless,"Propane,Gas",Direct Vent,4,,,,6,,672,700,0.96,,,,,10/24/2012,10/24/2018,United States,"ES_1028919_OA(N,L)701_10242018154008_7760785"
2328285,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)200",,Gas Tankless,"Propane,Gas",Direct Vent,1,,,,3,,191.904,199.9,0.96,,,,,10/24/2012,10/24/2018,United States,"ES_1028919_OA(N,L)200_10242018154137_5210619"
2328286,"Lochinvar, LLC",Lochinvar,ARMOR,"AW(N,L)200(PM)",,Gas Tankless,"Propane,Gas",Direct Vent,1,,,,3,,191.904,199.9,0.96,,,,,10/24/2012,10/24/2018,"United States, Canada","ES_1028919_AW(N,L)200(PM)_10242018154140_6018197"
2328287,"Lochinvar, LLC",Lochinvar,ARMOR,"AW(N,L)601(PM)",,Gas Tankless,"Propane,Gas",Direct Vent,3,,,,4,,576,600,0.96,,,,,10/24/2012,10/24/2018,"United States, Canada","ES_1028919_AW(N,L)601(PM)_10242018154338_0571919"
2328288,"Lochinvar, LLC",Lochinvar,ARMOR,"AW(N,L)701(PM)",,Gas Tankless,"Propane,Gas",Direct Vent,4,,,,4,,672,700,0.96,,,,,10/24/2012,10/24/2018,"United States, Canada","ES_1028919_AW(N,L)701(PM)_10242018154522_8961960"
2328290,"Lochinvar, LLC",Lochinvar,ARMOR,"AW(N,L)801(PM)",,Gas Tankless,"Propane,Gas",Direct Vent,4,,,,4,,768,800,0.96,,,,,10/24/2012,10/24/2018,"United States, Canada","ES_1028919_AW(N,L)801(PM)_10242018162142_8147875"
2330334,"PVI Industries, LLC",PVI,20 L 100 A-GCL,20 L 100 A-GCL,,Gas Storage,Gas,Power Direct Vent,100,60,5,23.8,3,4,189.05,199,0.95,1075,,,,09/15/2014,09/19/2014,"United States, Canada",ES_1129873_20 L 100 A-GCL_12152014105424_2686273
2330408,"PVI Industries, LLC",PVI,25 L 100 A-GCL,25 L 100 A-GCL,,Gas Storage,Gas,Power Direct Vent,100,60,5,23.8,3,4,237.5,250,0.95,1075,,,,09/15/2014,12/15/2014,"United States, Canada",ES_1129873_25 L 100 A-GCL_12152014124646_9445154
2330409,"PVI Industries, LLC",PVI,30 L 100 A-GCL,30 L 100 A-GCL,,Gas Storage,Gas,Power Direct Vent,100,60,5,23.8,3,4,285,300,0.95,1075,,,,09/15/2014,12/16/2014,"United States, Canada",ES_1129873_30 L 100 A-GCL_12152014125013_4166681
2334982,LAARS Heating Systems Company,UHE,LUHE100T150*X*,LUHE100T150*X*,,Gas Storage,Propane,Power Direct Vent,100,69,5,26,3,4,148.5,150,0.99,824,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE100T150*X*_03202019214127_5077580
2334983,LAARS Heating Systems Company,UHE,LUHE100T150E*N*,LUHE100T150E*N*,,Gas Storage,Gas,Power Direct Vent,100,69,5,26,3,4,148.5,150,0.99,1080,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE100T150E*N*_03202019214206_5061552
2334984,LAARS Heating Systems Company,UHE,LUHE100T399*X*,LUHE100T399*X*,,Gas Storage,Propane,Power Direct Vent,100,69,5,26,3,4,375.06,399,0.94,1075,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE100T399*X*_03202019214316_3130149
2334985,LAARS Heating Systems Company,UHE,LUHE100T399E*N*,LUHE100T399E*N*,,Gas Storage,Gas,Power Direct Vent,100,69,5,26,3,4,375.06,399,0.94,1075,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE100T399E*N*_03202019214319_7492758
2334986,LAARS Heating Systems Company,UHE,LUHE100T250E*N*,LUHE100T250E*N*,,Gas Storage,Gas,Power Direct Vent,100,69,5,26,3,4,242.5,250,0.97,1044,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE100T250E*N*_03202019214323_9488815
2334987,LAARS Heating Systems Company,UHE,LUHE100T250*X*,LUHE100T250*X*,,Gas Storage,Propane,Power Direct Vent,100,69,5,26,3,4,242.5,250,0.97,1044,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE100T250*X*_03202019214327_2946353
2334988,LAARS Heating Systems Company,UHE,LUHE60T125E*N*,LUHE60T125E*N*,,Gas Storage,Gas,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE60T125E*N*_03202019214630_4651626
2334989,LAARS Heating Systems Company,UHE,LUHE100T199E*N*,LUHE100T199E*N*,,Gas Storage,Gas,Power Direct Vent,100,69,5,26,3,4,197.901,199.9,0.99,1044,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE100T199E*N*_03202019214630_9319471
2334990,LAARS Heating Systems Company,UHE,LUHE60T125*X*,LUHE60T125*X*,,Gas Storage,Propane,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE60T125*X*_03202019214636_1424996
2334991,LAARS Heating Systems Company,UHE,LUHE100T199E*N*,LUHE100T199E*N*,,Gas Storage,Gas,Power Direct Vent,100,69,5,26,3,4,197.901,199.9,0.99,1044,,,,03/01/2019,03/20/2019,United States,ES_1108210_LUHE100T199E*N*_03202019214728_2762315
